날짜,시가,고가,저가,종가,거래량,등락률
2024-06-28,27550,27850,27000,27600,6890,-0.36101083032490977
2024-07-01,27600,27600,27000,27550,3063,-0.18115942028985507
2024-07-02,27600,27700,26950,27350,5806,-0.7259528130671506
2024-07-03,27500,27500,26600,27300,3776,-0.18281535648994515
2024-07-04,27300,27900,26850,27500,2838,0.7326007326007326
2024-07-05,27600,27800,26750,26800,4377,-2.5454545454545454
2024-07-08,26900,27250,26100,26300,12964,-1.8656716417910446
2024-07-09,26100,26400,25900,26250,34216,-0.19011406844106463
2024-07-10,26250,26800,26150,26450,5285,0.7619047619047619
2024-07-11,26500,26900,26500,26900,2360,1.7013232514177694
2024-07-12,26350,27700,26350,27150,1985,0.929368029739777
2024-07-15,27150,28800,27100,27750,8649,2.209944751381215
2024-07-16,27800,28500,27150,27750,2210,0.0
2024-07-17,27750,28650,27300,27700,3318,-0.18018018018018017
2024-07-18,27800,28350,27250,27900,5577,0.7220216606498195
2024-07-19,27900,27900,26900,27500,17102,-1.4336917562724014
2024-07-22,27350,27750,27000,27300,5457,-0.7272727272727273
2024-07-23,27450,27650,26850,27250,3589,-0.18315018315018314
2024-07-24,27400,27700,26750,26800,12002,-1.651376146788991
2024-07-25,27000,27000,26050,26650,19629,-0.5597014925373134
2024-07-26,26500,27300,26500,27050,4101,1.5009380863039399
2024-07-29,27100,27650,26900,27350,1361,1.1090573012939002
2024-07-30,27100,27750,27100,27100,2509,-0.9140767824497258
2024-07-31,27100,28000,27000,27200,3023,0.36900369003690037
2024-08-01,27200,27800,26900,27600,2185,1.4705882352941175
2024-08-02,27600,27600,25900,26050,14222,-5.615942028985507
2024-08-05,26500,26500,23600,24250,4211,-6.90978886756238
2024-08-06,24100,25300,23200,23400,4089,-3.5051546391752577
2024-08-07,23400,24050,23400,23650,2393,1.0683760683760684
2024-08-08,23700,23750,23100,23250,2953,-1.6913319238900635
2024-08-09,24150,24150,22400,22750,8880,-2.1505376344086025
2024-08-12,23000,24150,22800,23500,9815,3.296703296703297
2024-08-13,23300,23600,23300,23600,950,0.425531914893617
2024-08-14,24050,24300,23700,24000,1365,1.694915254237288
2024-08-16,24300,25100,24200,24350,4178,1.4583333333333333
2024-08-19,24350,24750,24200,24500,854,0.6160164271047228
2024-08-20,24450,25500,24400,24800,2392,1.2244897959183674
2024-08-21,24800,26000,24800,25500,3058,2.82258064516129
2024-08-22,25500,25700,25150,25200,895,-1.1764705882352942
2024-08-23,25450,25500,25150,25200,2198,0.0
2024-08-26,25200,26350,25050,25550,2083,1.3888888888888888
2024-08-27,25150,26050,25150,25150,4331,-1.5655577299412915
2024-08-28,25450,25450,25100,25150,492,0.0
2024-08-29,25350,25700,24650,24650,2740,-1.9880715705765408
2024-08-30,24850,25350,24650,24750,3074,0.4056795131845842
2024-09-02,25000,25600,24850,25000,1396,1.0101010101010102
2024-09-03,25000,25250,24700,25250,503,1.0
2024-09-04,24250,25900,24250,24650,1919,-2.376237623762376
2024-09-05,24400,25450,23550,23750,5505,-3.6511156186612577
2024-09-06,24250,24250,22350,22500,8175,-5.263157894736842
2024-09-09,23200,23200,22300,22650,2664,0.6666666666666667
2024-09-10,23250,23250,22200,22650,4711,0.0
2024-09-11,22700,23550,22500,22550,3267,-0.44150110375275936
2024-09-12,22900,23900,22650,23500,2455,4.212860310421286
2024-09-13,23500,24750,23000,24750,3948,5.319148936170213
2024-09-19,24050,24350,23750,24050,3789,-2.8282828282828283
2024-09-20,24100,24450,23800,23800,981,-1.0395010395010396
2024-09-23,24200,24200,23150,23150,9111,-2.73109243697479
2024-09-24,23650,24000,23050,23950,3791,3.455723542116631
2024-09-25,23850,24000,23600,23650,1555,-1.2526096033402923
2024-09-26,24000,24000,23300,23900,4826,1.0570824524312896
2024-09-27,24000,24850,23900,24550,1867,2.7196652719665275
2024-09-30,24450,24450,23850,24350,678,-0.8146639511201629
2024-10-02,24800,24800,23700,24250,2005,-0.41067761806981523
2024-10-04,24250,24300,23800,23800,1511,-1.8556701030927836
2024-10-07,24250,24600,23800,24450,3516,2.73109243697479
2024-10-08,24250,24650,24000,24450,670,0.0
2024-10-10,24750,25200,24400,24600,1034,0.6134969325153374
2024-10-11,24600,25400,24600,24700,1466,0.40650406504065045
2024-10-14,24750,25600,24550,24850,3086,0.6072874493927125
2024-10-15,24850,25300,24350,24350,2397,-2.0120724346076457
2024-10-16,25100,25100,23600,23600,278,-3.0800821355236137
2024-10-17,24400,24750,23700,23750,567,0.6355932203389831
2024-10-18,24200,24250,23650,23750,374,0.0
2024-10-21,23750,24250,23600,24050,1001,1.263157894736842
2024-10-22,24000,24400,23550,23650,3266,-1.6632016632016633
2024-10-23,23650,24350,23500,23800,4066,0.6342494714587738
2024-10-24,23750,24450,23500,23900,1346,0.42016806722689076
2024-10-25,23900,24250,23500,23850,2512,-0.20920502092050208
2024-10-28,23850,24300,23550,24000,2089,0.628930817610063
2024-10-29,24100,24200,23700,23950,697,-0.20833333333333334
2024-10-30,23750,24250,23050,24100,1703,0.6263048016701461
2024-10-31,23950,24350,23400,23400,4763,-2.904564315352697
2024-11-01,24200,24200,23550,23650,344,1.0683760683760684
2024-11-04,23650,24200,23000,23100,1230,-2.3255813953488373
2024-11-05,23100,23400,22750,22750,1664,-1.5151515151515151
2024-11-06,22800,23200,22400,22400,7484,-1.5384615384615385
2024-11-07,22250,22400,22250,22300,460,-0.4464285714285714
2024-11-08,23150,23150,22050,22050,4128,-1.1210762331838564
2024-11-11,22400,22400,21500,21550,1367,-2.2675736961451247
2024-11-12,22000,22000,20450,20500,8930,-4.872389791183294
2024-11-13,21750,21750,20000,20200,4249,-1.4634146341463417
2024-11-14,20500,20900,20150,20200,3085,0.0
2024-11-15,20150,20900,20000,20200,2347,0.0
2024-11-18,20450,21250,20450,20500,3194,1.4851485148514851
2024-11-19,21750,21750,20450,20450,4876,-0.24390243902439024
2024-11-20,20950,20950,20450,20900,843,2.2004889975550124
2024-11-21,20750,21800,20500,21450,725,2.631578947368421
2024-11-22,21450,21600,20950,20950,3828,-2.331002331002331
2024-11-25,21300,21550,20450,21050,4247,0.47732696897374705
2024-11-26,21050,21450,20400,20900,2659,-0.7125890736342043
2024-11-27,21800,21800,20900,20900,1421,0.0
2024-11-28,21850,21850,20900,20900,445,0.0
2024-11-29,20900,20950,20500,20800,541,-0.4784688995215311
2024-12-02,21600,21600,20300,20750,4480,-0.2403846153846154
2024-12-03,20750,21550,20700,21150,5249,1.9277108433734942
2024-12-04,20400,21250,20400,20600,739,-2.6004728132387704
2024-12-05,20700,21750,19950,19950,13874,-3.1553398058252426
2024-12-06,19600,20550,19600,20350,6097,2.0050125313283207
2024-12-09,20350,20350,19430,19710,7369,-3.1449631449631448
2024-12-10,19710,21800,19710,20500,6312,4.008117706747844
2024-12-11,20450,21300,20150,20600,3005,0.4878048780487805
2024-12-12,20600,21350,20450,20700,1633,0.48543689320388345
2024-12-13,20300,21700,20250,20400,1330,-1.4492753623188406
2024-12-16,21600,21600,20650,20650,480,1.2254901960784315
2024-12-17,20300,20650,19900,20000,10940,-3.14769975786925
2024-12-18,20900,20900,20100,20450,568,2.25
2024-12-19,20400,20450,19960,20050,7765,-1.9559902200488997
2024-12-20,20050,20500,19900,19920,3757,-0.6483790523690772
2024-12-23,19950,20400,19940,20250,260,1.6566265060240966
2024-12-24,20750,20750,19970,19970,2221,-1.3827160493827162
2024-12-26,20500,20600,20150,20300,2392,1.6524787180771157
2024-12-27,19910,20200,19740,20150,1369,-0.7389162561576355
2024-12-30,20100,20300,19730,19900,718,-1.240694789081886
2025-01-02,20400,20400,19560,19900,721,0.0
2025-01-03,19900,20300,19560,20150,1876,1.256281407035176
2025-01-06,19970,20450,19800,20000,1894,-0.7444168734491315
2025-01-07,20800,20800,19850,19860,925,-0.7000000000000001
2025-01-08,20500,20500,19640,20000,1621,0.7049345417925479
2025-01-09,19980,20000,19580,19780,1211,-1.0999999999999999
2025-01-10,19780,20200,19600,19850,919,0.3538928210313448
2025-01-13,19850,19990,19510,19890,1069,0.20151133501259444
2025-01-14,19890,19990,19510,19960,1174,0.35193564605329314
2025-01-15,19960,20450,19610,19760,876,-1.002004008016032
2025-01-16,19760,19880,19460,19700,1457,-0.30364372469635625
2025-01-17,19690,19700,19360,19380,1287,-1.6243654822335025
2025-01-20,19680,19680,19310,19440,813,0.30959752321981426
2025-01-21,19470,19500,18950,19000,2795,-2.263374485596708
2025-01-22,19090,19160,18070,18670,1207,-1.7368421052631577
2025-01-23,19190,19190,18520,18540,676,-0.6963042313872523
2025-01-24,19000,19160,18590,19140,5713,3.2362459546925564
2025-01-31,19140,19630,19140,19210,4104,0.3657262277951933
2025-02-03,19210,19450,18580,19200,1536,-0.052056220718375845
2025-02-04,19430,19430,18630,18870,1339,-1.7187500000000002
2025-02-05,18870,19380,18800,18850,1797,-0.10598834128245893
2025-02-06,18800,19540,18610,19010,2565,0.8488063660477453
2025-02-07,18380,19250,18380,18840,3382,-0.8942661756970015
2025-02-10,18790,19360,18610,18660,3355,-0.9554140127388535
2025-02-11,18780,19170,18650,19110,760,2.4115755627009645
2025-02-12,19110,19110,18740,18920,184,-0.9942438513867086
2025-02-13,19350,19350,18770,18920,1730,0.0
2025-02-14,18960,19190,18920,18950,940,0.15856236786469344
2025-02-17,18950,19260,18850,19210,11778,1.3720316622691293
2025-02-18,19200,19210,19070,19100,670,-0.5726184279021342
2025-02-19,18900,19340,18900,19220,809,0.6282722513089005
2025-02-20,19350,19670,18950,19340,408,0.6243496357960457
2025-02-21,19330,19480,19000,19380,493,0.2068252326783868
2025-02-24,19380,19380,19090,19370,1133,-0.05159958720330237
2025-02-25,19110,19360,19000,19290,134297,-0.41300980898296336
2025-02-26,19290,19550,19200,19550,1765,1.347848626231208
2025-02-27,19160,19620,19160,19330,280,-1.1253196930946292
2025-02-28,19330,19330,19000,19000,1456,-1.7071908949818935
2025-03-04,19640,19640,19000,19190,663,1.0
2025-03-05,19190,19460,19140,19330,2371,0.7295466388744137
2025-03-06,19450,19450,19100,19370,1638,0.20693222969477496
2025-03-07,19550,19960,19140,19700,2255,1.7036654620547238
2025-03-10,19750,19790,19290,19700,2443,0.0
2025-03-11,19650,19700,19350,19650,625,-0.25380710659898476
2025-03-12,19650,20200,19330,19510,2549,-0.712468193384224
2025-03-13,19510,20200,19320,19320,703,-0.9738595592004101
2025-03-14,19320,19840,19250,19300,1516,-0.10351966873706005
2025-03-17,19870,19870,19110,19150,1849,-0.7772020725388601
2025-03-18,19480,19480,19190,19360,1192,1.0966057441253265
2025-03-19,19360,19790,19200,19470,151,0.5681818181818182
2025-03-20,19800,19800,19250,19430,127,-0.2054442732408834
2025-03-21,19400,19780,18900,19770,3652,1.7498713329902211
2025-03-24,19790,20000,19150,19510,597,-1.3151239251390996
2025-03-25,19500,19830,19390,19610,307,0.5125576627370578
2025-03-26,19610,19720,19140,19140,982,-2.39673635900051
2025-03-27,19150,19650,19050,19230,1298,0.4702194357366771
2025-03-28,19240,19240,19080,19240,470,0.05200208008320333
2025-03-31,19240,19240,18810,18900,2202,-1.7671517671517671
2025-04-01,18880,19270,18870,19100,1892,1.0582010582010581
2025-04-02,18900,19060,18900,18910,395,-0.9947643979057591
2025-04-03,18910,19420,18790,18990,338,0.42305658381808564
2025-04-04,18800,19370,18800,19370,823,2.0010531858873093
2025-04-07,18960,19000,18500,18500,2360,-4.491481672689726
2025-04-08,18620,19190,18520,18840,153,1.8378378378378377
2025-04-09,18700,18700,18100,18590,1506,-1.3269639065817411
2025-04-10,19300,19340,18530,18990,512,2.151694459386767
2025-04-11,18700,19110,18650,19110,706,0.631911532385466
2025-04-14,18900,19190,18900,19150,1166,0.20931449502878074
2025-04-15,19100,19190,18820,19140,2105,-0.05221932114882506
2025-04-16,18820,19300,18800,19160,1095,0.10449320794148381
2025-04-17,19130,19350,19020,19020,2193,-0.7306889352818371
2025-04-18,19320,19320,19010,19140,881,0.6309148264984227
2025-04-21,19100,19260,18950,19010,5525,-0.6792058516196446
2025-04-22,19010,19180,19000,19040,1230,0.15781167806417673
2025-04-23,19350,19480,19010,19370,1389,1.7331932773109244
2025-04-24,19370,19950,19050,19570,655,1.0325245224574084
2025-04-25,19500,19780,19400,19610,648,0.2043944813490036
2025-04-28,19610,20500,18900,19690,2436,0.407955124936257
2025-04-29,19690,19740,19320,19630,742,-0.30472320975114275
2025-04-30,19630,19850,19510,19600,830,-0.15282730514518594
2025-05-02,19500,19890,19360,19510,1153,-0.4591836734693878
2025-05-07,19510,20000,19300,19940,546,2.203997949769349
2025-05-08,19900,20150,19850,20100,759,0.802407221664995
2025-05-09,20100,20350,19700,19860,1601,-1.1940298507462688
2025-05-12,19880,20850,19860,20700,7569,4.229607250755287
2025-05-13,20700,21250,20100,20750,2962,0.24154589371980675
2025-05-14,20750,21350,20600,21150,4795,1.9277108433734942
2025-05-15,21250,21500,21250,21300,3470,0.7092198581560284
2025-05-16,21600,22000,21150,21500,2019,0.9389671361502347
2025-05-19,21500,21750,21050,21200,2424,-1.3953488372093024
2025-05-20,21050,21800,20750,21400,2155,0.9433962264150944
2025-05-21,20900,21625,20900,21050,2865,-1.6355140186915886
2025-05-22,20800,21200,20800,20900,2587,-0.7125890736342043
2025-05-23,21000,21700,21000,21250,2139,1.674641148325359
2025-05-26,21800,21800,21150,21300,3248,0.2352941176470588
2025-05-27,21100,21600,21100,21400,783,0.4694835680751174
2025-05-28,21400,22150,21250,21850,8142,2.102803738317757
2025-05-29,21650,23000,21600,22650,5493,3.6613272311212817
2025-05-30,23150,24600,21600,22400,11336,-1.1037527593818985
2025-06-02,22500,22800,22400,22550,1928,0.6696428571428571
2025-06-04,23350,24100,23150,24000,6440,6.430155210643015
2025-06-05,24450,25450,23000,23900,7937,-0.4166666666666667
2025-06-09,25000,25000,24150,24700,6503,3.3472803347280333
2025-06-10,24950,24950,24050,24350,7502,-1.417004048582996
2025-06-11,24750,24800,24300,24450,977,0.41067761806981523
2025-06-12,24600,24950,23900,24250,7444,-0.81799591002045
2025-06-13,24500,24950,22550,23100,11981,-4.742268041237113
2025-06-16,23550,24650,23200,24200,14511,4.761904761904762
2025-06-17,24400,25100,23800,24150,8883,-0.2066115702479339
